Category,CO2,CH4,N2O,Country,Year,CO2eq.kt,EM.Source
bulls,0,0.00627539016215,0,MLT,2003,0.15688475405375,enteric fermentation
calves,0,0.11876687047861,0,MLT,2003,2.96917176196525,enteric fermentation
growing cattle 1-2 years,0,0.29835406927234,0,MLT,2003,7.4588517318085,enteric fermentation
manure management,0,0.31401282195086,0.05785469314794,MLT,2003,25.0910191068576,total
cattle subtotal,0,0.18088835849697,0.02641910295043,MLT,2003,12.3951016416524,manure management
dairy cattle,0,0,0,MLT,2003,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2003,0,enteric fermentation
dairy cows,0,0.14558115211151,0.01853668691556,MLT,2003,9.16346150362463,manure management
non-lactating cows,0,0.00271626292028,0.00044503996438,MLT,2003,0.20052848239224,manure management
bulls,0,0.00057491601376,0.00012080773616,MLT,2003,0.05037360571968,manure management
calves,0,0.00637273834849,0.00225954448306,MLT,2003,0.83266271466413,manure management
growing cattle 1-2 years,0,0.02564328910293,0.00505702385127,MLT,2003,2.14807533525171,manure management
indirect n2o emissions,0,0,0.02411169796115,MLT,2003,7.1852859924227,manure management
total livestock,0,2.23123070977092,0.05965285908425,MLT,2004,73.5573197513795,total
enteric fermentation,0,1.91357690445411,0,MLT,2004,47.8394226113528,total
cattle subtotal,0,1.60116815303879,0,MLT,2004,40.0292038259698,enteric fermentation
dairy cattle,0,0,0,MLT,2004,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2004,0,enteric fermentation
dairy cows,0,1.09515046170434,0,MLT,2004,27.3787615426085,enteric fermentation
non-lactating cows,0,0.03345287392562,0,MLT,2004,0.8363218481405,enteric fermentation
bulls,0,0.01572150377465,0,MLT,2004,0.39303759436625,enteric fermentation
calves,0,0.13226695475791,0,MLT,2004,3.30667386894775,enteric fermentation
growing cattle 1-2 years,0,0.32457635887627,0,MLT,2004,8.11440897190675,enteric fermentation
manure management,0,0.31765380531681,0.05965285908425,MLT,2004,25.7178971400268,total
cattle subtotal,0,0.19028296729599,0.0280278576769,MLT,2004,13.109375770116,manure management
dairy cattle,0,0,0,MLT,2004,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2004,0,enteric fermentation
dairy cows,0,0.15040276403611,0.0191427815643,MLT,2004,9.46461800706415,manure management
non-lactating cows,0,0.00344569413928,0.00056455197527,MLT,2004,0.25437884211246,manure management
bulls,0,0.00144031590815,0.0003026551706,MLT,2004,0.12619913854255,manure management
calves,0,0.00709711968857,0.00251638412893,MLT,2004,0.92731046263539,manure management
growing cattle 1-2 years,0,0.02789707352388,0.0055014848378,MLT,2004,2.3368693197614,manure management
indirect n2o emissions,0,0,0.02415726321472,MLT,2004,7.19886443798656,manure management
total livestock,0,1.99094074538722,0.0540131314832,MLT,2005,65.8694318166741,total
enteric fermentation,0,1.73012536834367,0,MLT,2005,43.2531342085917,total
cattle subtotal,0,1.41023140215758,0,MLT,2005,35.2557850539395,enteric fermentation
dairy cattle,0,0,0,MLT,2005,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2005,0,enteric fermentation
dairy cows,0,0.89639890434014,0,MLT,2005,22.4099726085035,enteric fermentation
non-lactating cows,0,0.02666324154104,0,MLT,2005,0.666581038526,enteric fermentation
bulls,0,0.0341766809434,0,MLT,2005,0.854417023585,enteric fermentation
calves,0,0.1360895592671,0,MLT,2005,3.4022389816775,enteric fermentation
growing cattle 1-2 years,0,0.3169030160659,0,MLT,2005,7.9225754016475,enteric fermentation
manure management,0,0.26081537704355,0.0540131314832,MLT,2005,22.6162976080823,total
cattle subtotal,0,0.1427301260417,0.02471157468121,MLT,2005,10.9323024060431,manure management
dairy cattle,0,0,0,MLT,2005,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2005,0,enteric fermentation
dairy cows,0,0.10295607207417,0.01564313541907,MLT,2005,7.23555615673711,manure management
non-lactating cows,0,0.00229680887985,0.00044996988039,MLT,2005,0.19151124635247,manure management
bulls,0,0.00293745787395,0.0006579363749,MLT,2005,0.26950148656895,manure management
calves,0,0.00730223125082,0.00258910933331,MLT,2005,0.95411036259688,manure management
growing cattle 1-2 years,0,0.02723755596291,0.00537142367354,MLT,2005,2.28162315378767,manure management
indirect n2o emissions,0,0,0.0219607101814,MLT,2005,6.5442916340572,manure management
total livestock,0,1.95202865957281,0.05346962547737,MLT,2006,64.7346648815765,total
enteric fermentation,0,1.69133779628117,0,MLT,2006,42.2834449070293,total
cattle subtotal,0,1.39485678848603,0,MLT,2006,34.8714197121508,enteric fermentation
dairy cattle,0,0,0,MLT,2006,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2006,0,enteric fermentation
dairy cows,0,0.88349890912161,0,MLT,2006,22.0874727280403,enteric fermentation
non-lactating cows,0,0.03442180772716,0,MLT,2006,0.860545193179,enteric fermentation
bulls,0,0.03801536612183,0,MLT,2006,0.95038415304575,enteric fermentation
calves,0,0.13035565250331,0,MLT,2006,3.25889131258275,enteric fermentation
growing cattle 1-2 years,0,0.30856505301212,0,MLT,2006,7.714126325303,enteric fermentation
manure management,0,0.26069086329164,0.05346962547737,MLT,2006,22.4512199745473,total
cattle subtotal,0,0.14122245168076,0.02436723136245,MLT,2006,10.7919962380291,manure management
dairy cattle,0,0,0,MLT,2006,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2006,0,enteric fermentation
dairy cows,0,0.10147444059175,0.0153443737019,MLT,2006,7.10948437795995,manure management
non-lactating cows,0,0.00296514261128,0.00058090373903,MLT,2006,0.24723787951294,manure management
bulls,0,0.00326738973661,0.00073183502571,MLT,2006,0.29977158107683,manure management
calves,0,0.00699456390745,0.00248002152674,MLT,2006,0.91391051265477,manure management
growing cattle 1-2 years,0,0.02652091483367,0.00523009736907,MLT,2006,2.22159188682461,manure management
indirect n2o emissions,0,0,0.02185845338421,MLT,2006,6.51381910849458,manure management
total livestock,0,1.97378613316955,0.05429217463695,MLT,2007,65.5237213710499,total
enteric fermentation,0,1.7092310131054,0,MLT,2007,42.730775327635,total
cattle subtotal,0,1.40226588012628,0,MLT,2007,35.056647003157,enteric fermentation
dairy cattle,0,0,0,MLT,2007,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2007,0,enteric fermentation
dairy cows,0,0.87982851555468,0,MLT,2007,21.995712888867,enteric fermentation
non-lactating cows,0,0.04518545236566,0,MLT,2007,1.1296363091415,enteric fermentation
bulls,0,0.04816930756153,0,MLT,2007,1.20423268903825,enteric fermentation
calves,0,0.12873467464182,0,MLT,2007,3.2183668660455,enteric fermentation
growing cattle 1-2 years,0,0.30034793000259,0,MLT,2007,7.50869825006475,enteric fermentation
manure management,0,0.26455512006415,0.05429217463695,MLT,2007,22.7929460434149,total
cattle subtotal,0,0.14180757357312,0.02453939243401,MLT,2007,10.857928284663,manure management
dairy cattle,0,0,0,MLT,2007,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2007,0,enteric fermentation
dairy cows,0,0.10105287681832,0.01530953051193,MLT,2007,7.08856201301314,manure management
non-lactating cows,0,0.00389233799925,0.00076255141616,MLT,2007,0.32454877199693,manure management
bulls,0,0.00414011272814,0.00092730887622,MLT,2007,0.37984086331706,manure management
calves,0,0.00690758621966,0.00244918235779,MLT,2007,0.90254599811292,manure management
growing cattle 1-2 years,0,0.02581465980775,0.00509081927191,MLT,2007,2.16243063822293,manure management
indirect n2o emissions,0,0,0.02227784943253,MLT,2007,6.63879913089394,manure management
total livestock,0,1.88534324951816,0.05116595490247,MLT,2008,62.3810357988901,total
enteric fermentation,0,1.63330326251499,0,MLT,2008,40.8325815628748,total
cattle subtotal,0,1.33420424008023,0,MLT,2008,33.3551060020058,enteric fermentation
dairy cattle,0,0,0,MLT,2008,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2008,0,enteric fermentation
dairy cows,0,0.86201912190384,0,MLT,2008,21.550478047596,enteric fermentation
non-lactating cows,0,0.04256283844359,0,MLT,2008,1.06407096108975,enteric fermentation
bulls,0,0.04383530816654,0,MLT,2008,1.0958827041635,enteric fermentation
calves,0,0.10725066955219,0,MLT,2008,2.68126673880475,enteric fermentation
growing cattle 1-2 years,0,0.27853630201407,0,MLT,2008,6.96340755035175,enteric fermentation
manure management,0,0.25203998700317,0.05116595490247,MLT,2008,21.5484542360153,total
cattle subtotal,0,0.13613618227039,0.02327453429908,MLT,2008,10.3392157778856,manure management
dairy cattle,0,0,0,MLT,2008,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2008,0,enteric fermentation
dairy cows,0,0.0990073754155,0.01495080114984,MLT,2008,6.93052312803982,manure management
non-lactating cows,0,0.00366642237172,0.00071829208366,MLT,2008,0.30571160022368,manure management
bulls,0,0.00376760901224,0.00084387491564,MLT,2008,0.34566495016672,manure management
calves,0,0.00575480731287,0.0020404482977,MLT,2008,0.75192377553635,manure management
growing cattle 1-2 years,0,0.02393996815806,0.00472111785224,MLT,2008,2.00539232391902,manure management
indirect n2o emissions,0,0,0.02083520751392,MLT,2008,6.20889183914816,manure management
total livestock,0,1.79247405450508,0.04894032852932,MLT,2009,59.3960692643644,total
enteric fermentation,0,1.54964833888603,0,MLT,2009,38.7412084721508,total
cattle subtotal,0,1.24501478888369,0,MLT,2009,31.1253697220923,enteric fermentation
dairy cattle,0,0,0,MLT,2009,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2009,0,enteric fermentation
dairy cows,0,0.83704991246037,0,MLT,2009,20.9262478115093,enteric fermentation
non-lactating cows,0,0.04114225590247,0,MLT,2009,1.02855639756175,enteric fermentation
bulls,0,0.03560070931604,0,MLT,2009,0.890017732901,enteric fermentation
calves,0,0.1018070871815,0,MLT,2009,2.5451771795375,enteric fermentation
growing cattle 1-2 years,0,0.22941482402331,0,MLT,2009,5.73537060058275,enteric fermentation
manure management,0,0.24282571561905,0.04894032852932,MLT,2009,20.6548607922136,total
cattle subtotal,0,0.12792417054392,0.02168413425152,MLT,2009,9.65997627055096,manure management
dairy cattle,0,0,0,MLT,2009,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2009,0,enteric fermentation
dairy cows,0,0.09613953196472,0.01447906007781,MLT,2009,6.71824820230538,manure management
non-lactating cows,0,0.00354405140681,0.00069431827856,MLT,2009,0.29550813218113,manure management
bulls,0,0.00305985195204,0.00068535039053,MLT,2009,0.28073071517894,manure management
calves,0,0.00546271806283,0.00193688392437,MLT,2009,0.71375936103301,manure management
growing cattle 1-2 years,0,0.01971801715752,0.00388852158025,MLT,2009,1.6517298598525,manure management
indirect n2o emissions,0,0,0.02002965773872,MLT,2009,5.96883800613856,manure management
total livestock,0,1.73307013142082,0.0475177639498,MLT,2010,57.4870469425609,total
enteric fermentation,0,1.49447313396103,0,MLT,2010,37.3618283490258,total
cattle subtotal,0,1.1893400602895,0,MLT,2010,29.7335015072375,enteric fermentation
dairy cattle,0,0,0,MLT,2010,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2010,0,enteric fermentation
dairy cows,0,0.83183116050609,0,MLT,2010,20.7957790126523,enteric fermentation
non-lactating cows,0,0.03425789435703,0,MLT,2010,0.85644735892575,enteric fermentation
bulls,0,0.01603579776149,0,MLT,2010,0.40089494403725,enteric fermentation
calves,0,0.10577485388725,0,MLT,2010,2.64437134718125,enteric fermentation
growing cattle 1-2 years,0,0.20144035377764,0,MLT,2010,5.036008844441,enteric fermentation
manure management,0,0.23859699745979,0.0475177639498,MLT,2010,20.1252185935352,total
cattle subtotal,0,0.12285867072837,0.02049148751188,MLT,2010,9.17793004674949,manure management
dairy cattle,0,0,0,MLT,2010,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2010,0,enteric fermentation
dairy cows,0,0.09554013118484,0.01417791189386,MLT,2010,6.61352102399128,manure management
non-lactating cows,0,0.00295102288456,0.00057813753075,MLT,2010,0.2460605562775,manure management
bulls,0,0.00137826374883,0.00030870565417,MLT,2010,0.12645087866341,manure management
calves,0,0.00567561867175,0.00201237084538,MLT,2010,0.74157697871699,manure management
growing cattle 1-2 years,0,0.01731363423839,0.00341436158772,MLT,2010,1.45032060910031,manure management
indirect n2o emissions,0,0,0.0195767771917,MLT,2010,5.8338796031266,manure management
total livestock,0,1.66975719537272,0.04439098854321,MLT,2011,54.9724444701946,total
enteric fermentation,0,1.4509964182763,0,MLT,2011,36.2749104569075,total
cattle subtotal,0,1.19404496757962,0,MLT,2011,29.8511241894905,enteric fermentation
dairy cattle,0,0,0,MLT,2011,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2011,0,enteric fermentation
dairy cows,0,0.82975363082262,0,MLT,2011,20.7438407705655,enteric fermentation
non-lactating cows,0,0.03382079203669,0,MLT,2011,0.84551980091725,enteric fermentation
bulls,0,0.01114456987285,0,MLT,2011,0.27861424682125,enteric fermentation
calves,0,0.1082184175292,0,MLT,2011,2.70546043823,enteric fermentation
growing cattle 1-2 years,0,0.21110755731826,0,MLT,2011,5.2776889329565,enteric fermentation
manure management,0,0.21876077709642,0.04439098854321,MLT,2011,18.6975340132871,total
cattle subtotal,0,0.12312400987817,0.02055069228276,MLT,2011,9.20220654721673,manure management
dairy cattle,0,0,0,MLT,2011,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2011,0,enteric fermentation
dairy cows,0,0.09530151610534,0.01412830892289,MLT,2011,6.59277396165472,manure management
non-lactating cows,0,0.00291337027997,0.00057076097533,MLT,2011,0.24292102764759,manure management
bulls,0,0.00095786669803,0.00021454447008,MLT,2011,0.08788091953459,manure management
calves,0,0.00580673429065,0.00205885974185,MLT,2011,0.75870856033755,manure management
growing cattle 1-2 years,0,0.01814452250418,0.00357821817261,MLT,2011,1.51992207804228,manure management
indirect n2o emissions,0,0,0.01789931930949,MLT,2011,5.33399715422802,manure management
total livestock,0,1.69876034330739,0.04472293304745,MLT,2012,55.7964426308249,total
enteric fermentation,0,1.47899148038299,0,MLT,2012,36.9747870095748,total
cattle subtotal,0,1.23293012107467,0,MLT,2012,30.8232530268668,enteric fermentation
dairy cattle,0,0,0,MLT,2012,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2012,0,enteric fermentation
dairy cows,0,0.85125116552271,0,MLT,2012,21.2812791380677,enteric fermentation
non-lactating cows,0,0.03278267402587,0,MLT,2012,0.81956685064675,enteric fermentation
bulls,0,0.01015394143971,0,MLT,2012,0.25384853599275,enteric fermentation
calves,0,0.1171216989177,0,MLT,2012,2.9280424729425,enteric fermentation
growing cattle 1-2 years,0,0.22162064116868,0,MLT,2012,5.540516029217,enteric fermentation
manure management,0,0.2197688629244,0.04472293304745,MLT,2012,18.8216556212501,total
cattle subtotal,0,0.12679986398725,0.02116086249128,MLT,2012,9.47593362208269,manure management
dairy cattle,0,0,0,MLT,2012,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2012,0,enteric fermentation
dairy cows,0,0.09777061967216,0.01442748974785,MLT,2012,6.7436574366633,manure management
non-lactating cows,0,0.00282394534407,0.00055324165622,MLT,2012,0.23546464715531,manure management
bulls,0,0.00087272299154,0.00019547385052,MLT,2012,0.08006928224346,manure management
calves,0,0.00628446248626,0.00222824502801,MLT,2012,0.82112858050348,manure management
growing cattle 1-2 years,0,0.01904811349322,0.00375641220868,MLT,2012,1.59561367551714,manure management
indirect n2o emissions,0,0,0.01803441167709,MLT,2012,5.37425467977282,manure management
total livestock,0,1.67932697439653,0.04480673641687,MLT,2013,55.3355818121405,total
enteric fermentation,0,1.45717526718275,0,MLT,2013,36.4293816795688,total
cattle subtotal,0,1.20689072572775,0,MLT,2013,30.1722681431938,enteric fermentation
dairy cattle,0,0,0,MLT,2013,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2013,0,enteric fermentation
dairy cows,0,0.82886035581239,0,MLT,2013,20.7215088953098,enteric fermentation
non-lactating cows,0,0.03289194960596,0,MLT,2013,0.822298740149,enteric fermentation
bulls,0,0.01374496950985,0,MLT,2013,0.34362423774625,enteric fermentation
calves,0,0.10403290752863,0,MLT,2013,2.60082268821575,enteric fermentation
growing cattle 1-2 years,0,0.22736054327092,0,MLT,2013,5.684013581773,enteric fermentation
manure management,0,0.22215170721378,0.04480673641687,MLT,2013,18.9062001325718,total
cattle subtotal,0,0.1243372497643,0.02078183573538,MLT,2013,9.30141829325074,manure management
dairy cattle,0,0,0,MLT,2013,0,enteric fermentation
non-dairy cattle,0,0,0,MLT,2013,0,enteric fermentation
dairy cows,0,0.09519891882873,0.01412921279201,MLT,2013,6.59047838273723,manure management
non-lactating cows,0,0.00283335849522,0.00055508579507,MLT,2013,0.23624952931136,manure management
bulls,0,0.00118136892757,0.00026460484643,MLT,2013,0.10838646742539,manure management
calves,0,0.00558215011174,0.00197923024591,MLT,2013,0.72936436607468,manure management
growing cattle 1-2 years,0,0.01954145340104,0.00385370205596,MLT,2013,1.63693954770208,manure management
